"filename", "language", "JSON", "JavaScript", "Ruby", "XML", "Objective-C", "C++", "Objective-C++", "Swift", "TypeScript", "Markdown", "JSON with Comments", "TypeScript JSX", "Properties", "Groovy", "Batch", "comment", "blank", "total"
"/home/yacine/Downloads/rkhis/ios/BejaiaTourismApp/Images.xcassets/SplashScreenLogo.imageset/Contents.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23
"/home/yacine/Downloads/rkhis/ios/BejaiaTourismApp/SplashScreen.storyboard", "XML", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44
"/home/yacine/Downloads/rkhis/ios/BejaiaTourismApp/main.m", "Objective-C", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11
"/home/yacine/Downloads/rkhis/ios/BejaiaTourismApp/noop-file.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 5
"/home/yacine/Downloads/rkhis/ios/Podfile", "Ruby", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 67
"/home/yacine/Downloads/rkhis/ios/Podfile.properties.json", "JSON", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/yacine/Downloads/rkhis/navigation/AppNavigator.js", "JavaScript", 0, 286, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 35, 356
"/home/yacine/Downloads/rkhis/package-lock.json", "JSON", 14912, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14913
"/home/yacine/Downloads/rkhis/package.json", "JSON", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 75
"/home/yacine/Downloads/rkhis/screens/AboutUsScreen.js", "JavaScript", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 116
"/home/yacine/Downloads/rkhis/screens/AttractionDetailScreen.js", "JavaScript", 0, 331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 25, 361
"/home/yacine/Downloads/rkhis/screens/AttractionsScreen.js", "JavaScript", 0, 273, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 24, 307
"/home/yacine/Downloads/rkhis/screens/ChangePasswordScreen.js", "JavaScript", 0, 266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 26, 308
"/home/yacine/Downloads/rkhis/screens/DestinationDetailScreen.js", "JavaScript", 0, 430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 456
